t_id,text
828,rt saranics circa alabama starts investigation into possible elder abuse over harper lee s new book http t co x q q gt woah
829,rt lauraklein cool opportunity for customer focused product managers who live in or want to live in sydney https t co cnaludnxei
830,rt jasonfried love how the hood of the old bmw was hinged in the front speaking of awesome check out the https t co o vihs gs
831,rt benwinslow urgent hb religious liberties bill passes the house fox now utpol lgbt
832,rt benwinslow urgent sb which allows clerks to opt out of performing same sex marriages passes house fox now utpol lgbt
833,rt benwinslow breaking news sb lgbt nondiscrimination bill passes huge applause in the gallery fox now utpol
834,rt paulkidd australians quitting smoking at record rate since plain packaging introduced http t co opawg pg
836,rt dearsarah great news for ers rt fmanjoo uber lyft rebuffed in bids to deem drivers independent contractors reuters http t c
837,sara little turnbull nee sara finkelstein is i days womenshistorythanks and notjustastat she is https t co ncs cnhcz
838,rt deray twitter just banned revenge porn and doxxing http t co sydkhqzrud http t co rk pi g vg
840,kmieszkowski mother killed in crossfire while trying to shield two of her children ages and in w oakland http t co ydhuavumla
841,enjoy waiting for that prince toddlers https t co us xlwtqvr
842,rt patrickrhone really good preso on indie podcasting by imyke https t co ps gjeponh
844,rt johnshinal at aapl shareholder meet rev jesse jackson urges ceo tim cook tech industry to lead on diversity jswartz http t c
847,rt michellequinn paotrial pao asked for at least million severance a meaningful number that would actually hit their radar http
849,rt hondanhon come join us codeforamerica as a user researcher and help american governments meet real user needs http t co j owin gw
852,rt independent the rich are richer than before the recession while the poor are poorerhttp t co leonqiggvn http t co zwwhig
853,if you want to understand how narcissism actually works read http t co xlxghm gw this latest coverage gets it backwards fb
856,today s womenshistorythanks notjustastat is barbara rosberg frum barbara was bigger to canadians https t co yzrpwfwgv
858,if you re thinking about showing your classroom miss representation i recommend you substitute http t co ico tjrusw
865,rt lizzwinstead such a hero to the vulnerable rip sam simon who guided the simpsons then shared his profits dies at http t co
868,and http t co fadv fvedl fraying never tell me not to complain in twitter that s what twitter is for
870,rt malarkey zeldman right up your street this susan kare s original mac icon designs go on show in new york http t co q ut by w
873,lynda barry fuck yeah womenshistorymonth https t co g cwea zp
874,link for the matt lauer quote i just tweeted http t co pinbyd g v
877,very very proud to be a fellow at university college at university of toronto where my mum went to school http t co enfq zfwj fb
880,anyone have a minidisc player lezhistory https t co uz xklbqc
885,today s notjustastat womenshistorythanks is to my great grandmother ganesha who is the lady in the https t co c htmlrogf
889,rt rosie amen http t co jduvbqutat
891,curt schilling gehreg speaks up re gender harassment of daughter in a way no older man in silicon valley has https t co ha hc zolx
892,rt newyorker the age of monologues http t co d le pizwl
894,rt eriktla in memory of venus xtravaganza with love shesamodernwoman parisisburning parisisburning washeranddryerset http t co
895,if you bank at bofa deyoungmuseum and other sf museums free this weekend http t co klbby nbxz
900,rt adamslisa friends adamslisa died peacefully at pm more on http t co enjr mextx rememberlisa and donate to http t co bv
901,today s womenshistorythanks notjustastat is for chris ernst world champion rower who also captained https t co f dhqzmecs
905,rt felixsalmon downloadable cindy sherman emoticons http t co qbdtyqfe http t co kqu doygp
909,electronic guys who co produced greatest stevie wonder albums great bbc radio doc attn francispreve alieisner http t co zay hdum o fb
910,rt morningjewshow on today s morningjewshow myqkaplan talks about religion open relationships amp linguistics https t co gauipsxe s
911,rt morningjewshow if ur more x than me ur crazy if ur less u don t count myqkaplan on judging fellow members of religion groups http
912,rt thedailybeast britain s pedophile cover up went right to the top of the thatcher government http t co vifsyntook http t co fosvauq
916,rt twitteropen twitter has joined the amicus brief filed w u s supreme court urging the ct to rule in favor of marriage equality https
917,i ll be doing a set tonight at http t co lhohzajawp jewtastic style for purim oakland at pm i m up early see you there fb
919,today s notjustastat womenshistorythanks is prof barbara miller solomon she was the first female https t co vvyljeyszg
921,rt cbcarts the kids in the hall to launch comeback tour in toronto http t co eyrzyomdyu
928,we live feudal times via taylormacnyc adamfeldman http t co kh gtldrp theatre art business fb
929,rt heathersomervil we re live blogging the kleinerperkins trial on the stand now investigator who called ellen pao s claims meritless
930,rt elizabethn do you know a woman or other underrepresented minority that has left tech or is considering it i d lt to know why https
932,rt sarahkendzior people think ferguson protesters are raking in money many are so poor they eat only one meal per day http t co vey
933,thanks mathowie for all your great work doctorow matt haughey retires from metafilter http t co sfnamzh http t co akyz xmiqn
937,rt gregtbasta travel advisory issued to lgbtq individuals traveling to georgia via getequal and riseupgeorgia http t co bs sqcgtl
938,rt latimesfob congrats marikotamaki amp jilliantamaki being la times book prize graphic novel finalists for onesum bookfest http t c
939,rt samswey the month after mike brown was killed the of black ppl killed by police dropped nationwide protests matter http t c
940,cool news fr davideagelman http t co ssajqgbyia says synesthisia detail environment influenced synesth show i did http t co vwtlwkf q
944,rt thestromboshow we lost john candy today in some reminders of why he is a legend http t co lzdkdriho unclebuck http t co qp
945,my beloved deceased mentor prof jane e larson a historian an incredible mind and a person who https t co kkphipxtk
947,tanehisicoates just watched http t co mg vbjw zf last night the idea of working on anything that s not for personal is radical today
950,prince football basketball and baseball stribjany from the strib archives chappelle was right http t co zjvljjiyoy
952,mt stribjany another prince related clip from the archives looking back at his hooping days at bryant junior high http t co vz cu msqb
953,pre sitcom seinfeld hosted by a mid s will ferrell characterhttp t co wjs qivok marikotamaki fb
954,rt tfadell quadriplegic woman flies f fighter jet with nothing but her thoughts http t co deaec q r
956,rt xeni sexism is over if you want it subway ad intervention by jilly ballistic http t co rgmvfxhqfh http t co yyvxj kroz
961,that s what makes the game fun is the rules if there s no rules there s no fun cc ibogost http t co tmlmvccilz fb
962,so congress tried to impeach clinton but petraeus reciprocated his affair w classified information and no bigs http t co klcssdhs q
966,yes it is rt sarahpaol this emilynussbaum bit about the late joan rivers is fantastic http t co iwvitgnjo
968,rt heathersomervil john doerr kpcb vc and ellen pao s former boss talks about her conflicts at the firm live blogging the testimony
969,rt matthewheimer in your s or s and looking for work wall street may have an internship for you marketwatch http t co utpayymlms
970,rt annaleen glasses that make you invisible to facial recognition http t co wlf ykcd a by aliszewski http t co z rf i
973,rt morningjewshow kathy acker mckenziewark had a thing in the s this book is their emails http t co mnlteegx is our convo w him h
975,rt comedyoakland celebrate purim with jewish comics on stage thu mar pm at comedy oakland tickets http t co v pvxtik f htt
978,i ll be at http t co mfoihmslmz this thursday come make the new san francisco comedy scene with me fb
979,only one more season of the dowager countess i must be by now http t co r xcomqo fb
980,rt pomeranian big ideas strike many people at the same time unaware of each other how multiples can change the way you think https
982,rt cgiller upbeat way to start the week american democracy is doomed http t co rkhmwsc xy
983,rt torontoist sandro lisi rob ford s former driver begins his extortion case today with a preliminary hearing at old city hall http
985,rt flipcritic an enlightening article on denmark s special jewish heritage and how it is now under threat http t co gih gvioos
986,rt marikotamaki birthday girl desert sweater on the docks
987,rt diversityinya part of the room by marikotamaki writer of printz honor book this one summer illus by dirtbagg http t co vjpaeo
994,only missing macrame scottthompson me and my lady friend ms whitwell warming up for the show at buddys in http t co zfcwhs hta
996,big trees marikotamaki in hendy park grove philo magicdateday birthdayweekend https t co dauoxxabi
997,the first pro sex presidential candidate victoria woodhull worth a google https t co unvyuo ix
1000,ibogost was just thinking of your work on play as i was reading this meagangarber piece http t co hgi egkm t
1011,rt mckenziewark talking with heathr and kthalps about i m very into you the wark kathy acker email correspondence of http t co
1012,rt morningjewshow listen to the only audio interview with ken wark about the new book of his correspondence with novelist kathy http
1015,rt wired today s witness in the ellen pao trial exposes kleiner perkins thorny gender politics http t co wwyk tyr x
1017,rt sarahw former white house press secretary jay carney is leaving cnn for amazon http t co btlgth xt via brianstelter
1020,thinking about doing one unpresenting workshop with one company in toronto may or june looking for the best http t co brovi mmug fb
1021,rt ase banksy snuck into gaza and flippedthescript to show you what the mainstream media won t http t co pf trokc http t co
1022,the walmart of rape rt emilynussbaum rt ew another woman accuses bill cosby of sexual assault http t co z ueja hi fb
1023,knew a man who saved a fortune that was splendid then he died the day he planned to go and spend it melbrooks http t co pit jw u
1024,rt morningjewshow mel brooks with his jewish national anthem hope for the best expect the worst http t co mjpxyv z http t co ylpf
1026,the newyorker on why we got netneutrality and why a suit is unlikely http t co hipn qb dg
1030,a proud moment helping students come out in an hour during my gettysburg college show http t co mofjpln wbooking schools now fb
1031,want to see a film by zora neale hurston djspooky s projecthttps t co kzifeiq
1032,great writing the uruguay joke is tops applauding timcarvell kevinavery team https t co ere hqxzt
1033,rt heathersomervil former kpcb partner is on the stand at ellen pao sex discrimination trial join the mercnews live blog http t co
1039,latest in ironic news lgbt ally politician gavinnewsom s company is buying the last dyke bar in sf about to close http t co w qxz pb
1040,and wondering why us media didn t cover break this rt emilynussbaum sickening http t co nktrgmiwtr
1049,rt stuartgaffney gay rights groups urge military to lift ban on transgender service members http t co slgqnhusrg
1051,rt groundwoodbooks congrats to cbcbookies award winners dirtbagg amp marikotamaki y a and clbaldacchino picture books http t c
1054,rt wesleylowery statement from trayvon martin s family about end of doj investigation into george zimmerman http t co xshwfeihzz http
1056,what s up with now kinds of yoga falling apart with the old guru sex abuse http t co kezzuv e
1057,rt scalzi about damn time in major shift reddit cracks down on stolen nudes and revenge porn http t co pavnjoqbk via verge
1058,re good bad diversity all joan didion hollywood s faith in a dramatic convention on http t co opsrxxoeiuthis is very good fb
1059,we find a way for vandalism of a jewish cemetery to be good for the jews on this week s morningjewshow podcast http t co d vxkxapnb
1060,fuck yeah rt newgeorges rt flavorwire jane curtin signs on for a single camera fox comedy pilot http t co ypuxap fpq fb
1062,rt digiphile what if the resourcefulness currently trapped behind bars could flood back into a nation that needs it baratunde http
1065,rt michellequinn looking forward to heathersomervil live tweeting the kleiner pao trial starting at a m http t co z ef xtcc http
1066,rt pacificstand silicon valley disguises its tax evasion as philanthropy here s a perfect example of why it must be exposed http t co
1068,interesting but i d say driven by capital newyorker johncassidy on the attention deficit disorder economy http t co xqoflz um
1071,rt jamilsmith watch jsmooth on the very white very liberal oscars and good people assuming that only bad people are unjust http
1074,excellent thx anil osx emoticons rt anildash heathr for most of them there are http t co kcxhqeoxtk
1076,wageequity rt anildash you can find data about the wage gap in your industry at http t co uhbdjciuwq thanks to ginatrapani
1077,let youth lead that peace ring by muslim norweigians around a shul was organized by yo harjah arshad http t co e nzkgcfcg
1104,if you want to actually hear pattyarquette s backstage comments you can watch them in full here http t co mivrnt sca era
1105,rt thestalwart this is kinda nuts much of the performance of the hedge fund industry just comes down to owning apple http t co qa xkj
1106,rt dirtbagg i did dandq s free comic book day cover read about the guts featuring beatonna here https t co cpjfijd n http t co
1109,rt nelson the ellen pao kleiner perkins sexual discrimination lawsuit starts today http t co srixljled
1112,rt kenyatta the catastrophic rise in inequality has coincided neatly with the digital revolution jjn http t co cjuh hpnyo http t co
1113,interesting is there a jewish english mt maryfduffy review by sarahbenor on sociolinguistics of judaism http t co krhg ko z
1114,rt tigerbeat rt dabeard why wadhwa is quitting the debate on women and technology http t co qj fjj wvu no it didn t start w tldr
1118,rt spacekatgal women are leaving technology in droves by traceylien http t co r h ponswr http t co lulc dcuji
1126,rt micahflee edward snowden congratulates laura poitras for winning best documentary for citizenfour https t co iasdr jvt http t co
1133,no harold ramis how inmemoriam oscars fb
1135,rt usdol fact women make of what their male counterparts make learn more http t co zubwdaijpr oscars http t co yyngf grk
1136,truth john legend oscars blacklivesmatter fb
1146,ryanghinds huge slap in the face she was always an outsider trooper of trooper joanrivers oscars memorial
1149,no joan rivers she should have been included in the memorial oscars rabbittest fb
1151,rt nytimesarts patricia arquette s role in boyhood is one she was born to play http t co kjtuo gdmy http t co rdjztrwezk
1157,rt lizzs lockeroom i think meryl streep approves yes oscars https t co umigrmreew
1161,rt sallykohn pattyarquette shows how to give an acceptance speech makes it count equalpaynow dowhatthewinnersays merylagrees
1170,the meryl feminist equality gif pass it on http t co bydzmruzve patriciaargquette oscars feminism equalpay
1182,maybe biggest public feminist moment in america since ferraro got the nomination patriciaargquette equalitynow feminism fb
1186,rt ylove it is about damn time for equal pay for women oscars oscars fem women
1197,rt brutalhouse claes oldenburg lipstick on caterpillar tracks yale university new haven connecticut http t co ouqmurj http
1198,bless you patricia arquette wageequalitynow era fb
1203,rt rodbegbie debcha much as i love me some tegan amp sara they didn t write it http t co sptjtmbz
1204,i m guessing marc shaiman openingnumber doyouknow oscars fb
1208,rt monstro here is how to do it talk to women in technology about technology http t co fdsdw zmgv
1209,rt mattstopera holy shit apparently over million people have read about orange man my phone updated http t co pzjbv d up http
1211,i haven t played ice hockey in well over years though it once was my religion it s how i got to go http t co zen paz iw
1212,rt ericries an actual new sherlock holmes story rediscovered a century later http t co enfqqf ph
1213,rt kimmaicutler san francisco is now a harvard business school case study on inequality http t co f bxrg kfd
1214,delighted to learn harper lee dropped out of law school http t co ymwksvmkop fb
1215,rt schemaly re nyt public shaming piece adriarichards amp more read this the falsest of false equivalences ty shakestweetz http t
1216,no brother west it was an act of whimsy somehow i d missed mayarudolph doing maya angelou s prank show https t co tl bk duvr fb
1222,jon stewart replies to wwe wrestler seth rollins claim he could take of the daily show https t co v jhfy zq fb
1223,our latest morning jew show looks at jews on snl where are they and names the bibi scandal bibibonergate http t co d vxkxsqf
1224,vaginal cutting is getting popular in the us though with women age of majority but just as patriarchal http t co z tlwhykg
1225,full medicalization of female genital mutilation in malaysia connected w islamicization http t co lxwgyecntbev hills rejuvenation
1226,rt thinkprogress eric garner s family hasn t gotten money raised in his name on crowdfunding sites http t co wet owqd z http t co emc
1242,rt mollyringwald one of my favorite writers reflects on breakfast club albomike http t co ugc udvjcd thebreakfastclub yearslater
1244,an word column demanding or rejecting reparations is easily repelled clyde ross isn t http t co j igmey tk tanehisicoates on carr
1248,great cheap laughs in sf tonight performing with kurt weitzmann and mike cappazzola https t co jlz cwv ho fb
1250,rt boingboing oliver sacks on a motorcycle in http t co xfsb yvfh http t co r zi l kkr
1251,xeni seems consistent with a tech co that hired ashton kutcher to speak he bragged about sex w his wife http t co li bal a v
1257,your average berkeley street http t co fbsmqdxsut
1258,rt nytimes nearly percent of wal mart s us workers to get pay raises http t co s r mfs m
1262,great bit of design jordygold yes please toronto might get a glow in the dark bike path http t co tv pmixba biketo
1265,rt tanehisicoates in which attackerman connects the dots between white supremacy torture and the war on terror holy hell http t co
1266,rt kvox the one to read today lpolgreen there is no time for anything inessential oliver sacks on learning he is dying http t co
1267,rt wesleylowery giuliani goes full dinesh d souza http t co vijcptx vs http t co m irbsniyq
1270,rt drjilliantweiss major eeoc development regarding sexual orientation discrimination must read for all lawyers http t co fbfahusvf
1271,rt raydevito this comic tries salsa dancing so you don t have to watch w billsantiago http t co l z emgke via mtvnews
1278,rt merrillmarkoe if you d like to read a piece entitled i attended the academy awards for sex toys why its right here http t co i
1281,rt richard kadrey want to be a part of funding alejodorowsky s new movie check out his kickstarter https t co bw hojs ye
1282,rt sundancelabs how i shot that cinematographer brandon trost on shooting sundance s diary of a teenage girl via indiewire http t
1284,rt andrewfri i have the coolest job in the world this week teamdnto heads north to pukatawagan http t co vpmrzhfmic dntonorth
1285,rt lizgannes two stories here s how kleiner perkins will argue the ellen pao case http t co gbag sjuu and what s at stake http t co
1288,rt arsenio attn djbentley rt antderosa trolling is now subject to a potential year prison sentence in the uk http t co piaw kjnme
1290,rt theatlantic kids in the hall the lorne michaels backed show that should have lasted years http t co jxvuqxeioc http t co x
1291,rt yyzbuddies your rhubarbfestival http t co j ixxc qvd schedule for week two running tonight til sunday theato canqueer
1295,rt kanter building a professional network that works for you weaverwednesday http t co kgbmu j x
1296,rt marikotamaki the blog post i wrote for diversityinya http t co ldtkhqttw comics diversity ya queer cc razielreid cecebellboo
1300,rt nprmonkeysee wow if you are ever tempted to assign the oscars any validity read this discussion with a voter first http t co pkse
1304,rt vinodsreeharsha bay area folks check out the cheap laugh comedy night at the second act tomorrowhttp t co yulxkcd nm performers i
1314,kevinlferguson we ll be posting it on friday at morningjewshow http t co vjpmlzkbi would love your thoughts on it
1316,rt dearsarah rt bbctrending hours of walking in paris as a jew http t co fl i j wv http t co lc k yq fb
1317,rt pickwickhotel win tix the cheap laugh comedy night haight win comedy night with heather gold patrick ford http
1318,rt morningjewshow happy birthday morning jewess heather gold look who wants to say hello http t co lzzi u d
1319,rt betherwisser i m one female engineer in chicago i was fired for alienating people after asking for a raise i d been promised htt
1320,wonderful birthday present from my love burningbush treeofknowledge surpriseinlife middleage http t co czop bxh
1323,rt autostraddle openly lesbian pop legend lesley gore is dead at http t co cgwsdssuxl http t co sfr r et i
1326,any woman should run a mile from a man who uses the verb incentivize but things could have been worse i guess http t co mufxsrouvb
1334,really good fb ohheygreat fantastic balanced essay on joan rivers by emilynussbaum http t co mufxsrouvb
1336,rt nytimes girls outscored boys in exam graded anonymouslyboys outscored girls when graded by teachers who knew their names http t co
1340,rt columbialaw prof kim crenshaw sandylocks talks to nprcodeswitch s karenbates about blackgirlsmatter report http t co w rqf skv
1346,you can lose what you fought for kansas does away with lgbt protections for gov t employees http t co pys ybgbmg fb
1347,if you could have a conversation with kathy acker s lover what would you want to know morningjew feminsm fb doingthistomorrow
1349,rt melindaweg a pleasure meeting cherioteri tonight before she and her date lancebass headed to snl tonight http t co jnwybcdcqo
1357,oh all those other guys blew up but he s fucking trim and you know why gay eddiemurphy snl fb
1359,bits pretty solid when it still works great years later billmurray nickocean snl http t co ipjwjp mp
1366,rt haaretzcom mourners outside copenhagen synagogue http t co d qsqnrwgj http t co nm mdx ck
1369,the creator of monopoly was actually a progressive woman who received no credit or royalties http t co pandmvggns via sarahmarmor fb
1370,i m ambivalent that s as jewish a response as you ll get to anything listen to the latest morningjewshow fbhttp t co lfjnpnwupo
1373,rt damian barr cracking new yorker piece on the german invention of gay rights http t co sje npzhsa
1374,rt voxdotcom kale brussels sprouts cauliflower and cabbage are all varieties of a single plant species http t co vo o bjim http t
1376,rt jeffjarvis advice for brian williams from mike daisey via dovseidman http t co phcxkffrbp
1378,rt haaretzcom breaking victim of copenhagen synagogue shooting was jewish man guarding bar mitzvah ceremony http t co pr ipcxrxo
1379,obrien interesting case for it mt kevindoylejones apple seeking big b c markets w vulnerable competitors https t co sumkpds e
1381,oy vey rt morningjewshow if there s one thing that could sway me http t co t ggebupxw
1386,rt nytimes the secret money buying up new york real estate http t co zrdtnlcc h http t co wznynfmgwq
1387,rt kevindoylejones apple is seeking big b c markets w vulnerable competitors spendthrift consumers thus luxury minivans https t co nyl
1388,rt sameifling today i interviewed tom arnold and howell raines among others about david carr please enjoy with bijanstephen http
1390,rt kthalps i m thrilled heathr on dr s good news i m ambivalent kthalps why morningjewshow http t co bi sfw wl http t
1396,rt reuters two more women have accused bill cosby of drugging them decades ago http t co mpkeqfxyvm http t co xhcdtcsjhi
1401,rt kithonline scott s podcast is back and it may keep coming back with your help http t co vax id l
1406,rt kthalps https t co ljk b aiwp on today s morningjewshow we learn abt heathr s pope hand syndrome amp why kanye west is good for the
1407,why kanye west is better for the jews than dominique strauss kahn listen to the latest ep of morningjewshow http t co lfjnpnwupo
1410,lenovo sends ashton kutcher to tech conference the new men s locker room where he brags onstage abt sex w his wife http t co oacilougrx
1411,oh far too young among many things david carr seemed to be the person at the times who actually got twitter http t co z dr jc xp
1412,juliasweeney jillsobule i m a huge fan of both of you my pal schlomo suggested crowdfunding my sxsw show same time http t co lndc srtt
1413,amyschumer and bill hader changing my ways and convincing me to go see a straight romance movie https t co ewcw u jn
1415,rt aaron glaser slow dance comedy night w nickrutherford frankconniff swish kingfirestorm amp more free comedy nyc http t c
1418,crazy funny homosexuals in ala report lgbt http t co zsl ol i s then watch read comments https t co vuloeqskh via jo miller fb
1420,rt kevinmarks http t co trgpyp bgy ameliagreenhall on the vanishing tldr episode that i cached here http t co yfgkavqp w
1421,rt dearsarah digiphile heathr wadhwa ameliagreenhall yes if tldr was journalism but those podcasts don t follow that format in ot
1422,digiphile maybe that s why the took the piece down i hope their new piece interviews his editors dearsarah wadhwa ameliagreenhall tldr
1423,thanks for the link dearsarah http t co ihpwtkcaq and sorry ameliagreenhall i didn t read b i tweeted saying similar things re media
1424,digiphile dearsarah npr tldr wadhwa http t co qbadpyukru
1428,ameliagreenhall i liked the on the media interview w you on wadhwa http t co qbadpyukru
1430,rt kevinmarks quiet wadha episode of tldr that has been supressed http t co yfgkavzeho
1431,rt timoreilly elonmusk thinks big rt johnbattelle this new tesla battery will power your home and maybe the electric grid too http
1437,rt marikotamaki today s spiritual fitness w heathr and thekitchensf doodle and contemplation for the day judaism http t co rjqbmhs
1438,rt morningjewshow mj guest shegotchutzpah is kickstarting her new series theskinny prod by transparent s jill soloway you can back it h
1451,nice back up singers rogermcguinn http t co om yltoc o
1457,pls read great storytelling rt mattbors new piece on struggle and sexism on the streets of sisi s egypt http t co wv ztd o d
1460,harvard now like my alma mater bans relationships between faculty and students and grad students and the http t co u kjydfn g
1461,harvard now like my alma mater bans relationships between faculty and students and grad students and the http t co mwpl ho gt
1466,rt pomeranian here s video of my inbound talk on pencils vs keyboards the cognitive styles of writing https t co tbh zh y htt
1467,not enuf characters mpetricone wadhwa why i m confident that the tech industry is fixing its diversity quagmire http t co d bkb ac
1468,rt niche number of female leads in film lower now than in http t co nlcxd sf f
1469,rt iancr rest in peace rex ray http t co w gwjdtxkz
1470,rt chrisgeidner there are only states where no same sex couples can marry today http t co esh fusag http t co gfyjmph fm
1472,at night it was quiet except for cats and mockingbirds joni mitchell an oral history of s music laurel canyonhttp t co rbycfq gzk
1473,this is what they prescribe for you when you don t have to have surgery fentons phew icecream http t co fltdkukemq
1477,rt marikotamaki movie recast remake dirty rotten scoundrels conceived by me amp heathr johnny depp rustyrockets and melissamccarthy
1483,came across my marriage faq from when i got legally married http t co b alr ecti everythingissubjecttochange lgbt monogamy
1484,https t co skywkbpxuq http t co q eo gxj o
1485,rt berzerkeley if he didn t kill her this is plausible serial a completely unsubstantiated theory explains everything kqed pop http
1486,rt susiebright miss vera on bruce jenner a response to the new york times http t co fvinxlwzcm
1488,rt kim mel brooks confirms he s writing spaceballs http t co vrzi e gmi ht todd spence breakcom actionnwsamanda ecohen
1491,rt cbcradio tune in teamdnto what happens when the bully amp the bullied reunite saturday pm http t co ajpezxz hv http t co zp
1492,rt newyorker the true history of jewish wizards at hogwarts http t co ubedq jgi via tnyshouts
1494,rt bilgeebiri you should read jadabird s amazing interview with lily tomlin if you consider yourself a good person http t co wqlaubuu
1495,rt thr berlin lionsgate nabs juliannemoore ellenpage drama freeheld exclusive http t co wxfnlxoo w http t co hfen yk yg
1500,my pal samhita has a really nice nuanced piece about comic actor mindy kaling and her approach non approach to http t co yh hhrqz i
1501,if broadcast news continued for another years albert brooks aaron altman would be raising his fist in victory http t co jtqkhusqjs
1502,rt morningjewshow on today s morningjewshow rabbi videotapes naked women taking ritual baths french job says no jews if possible htt
1505,tbt throwbackthursday when i performed for the new york city lgbt rally after prop was passed http t co tumvo rdoa
1506,new post marriage equality throwback thursday comedy at the prop march in ny http t co v axzqyv
1509,i liked a youtube video http t co pzfjm ozj joan as policewoman the magic cover
1510,i liked a youtube video http t co kxok ynby everyday superman live
1511,new post what it s like going to schools a kid with two lesbian mums http t co z obfcvlyr
1512,a queer family kid s better off with a supportive family than school if you have to pick http t co ptm xpr er
1513,a kid is better off with a supportive family and a school where being gay is though than being in school where http t co r ls s vi
1514,book organizing this may have just sold me on evernote http t co flut fhze marikotamaki fb
1517,rt jasonfried the distance podcast listen to stories of small businesses that have figured out how not to go out of business gt https
1518,rt momorgan jian ghomeshi case defence combing through discovery documentshttp t co rlchsa ikj http t co y gn w oav
